equipment_id,equipment_type,site_id,criticality,criticite_ordinale,puissance_kw,age_annees,n_evenements,n_evenements_graves,n_interventions,indisponibilite_min,cout_pieces_eur,n_correctives,part_correctives,instrumente,segment
EQ-VALVE-327,valve,SITE-SUD,high,2.0,50.4,10.98,1.0,0.0,5.0,408.0,414.77,1,0.2,False,SEG-2
EQ-VALVE-338,valve,SITE-NORD,medium,1.0,63.8,14.4,2.0,1.0,2.0,238.0,492.92,1,0.5,False,SEG-2
EQ-VALVE-349,valve,SITE-NORD,medium,1.0,50.9,3.61,0.0,0.0,0.0,0.0,0.0,0,0.0,False,SEG-INACTIF
EQ-VALVE-360,valve,SITE-NORD,critical,3.0,83.9,15.29,2.0,1.0,2.0,305.0,297.58000000000004,0,0.0,False,SEG-2
EQ-VALVE-366,valve,SITE-SUD,low,0.0,79.4,13.18,1.0,0.0,3.0,373.0,903.47,0,0.0,False,SEG-2
EQ-VALVE-377,valve,SITE-SUD,high,2.0,80.7,15.53,1.0,0.0,3.0,312.0,357.2,0,0.0,False,SEG-2
EQ-VALVE-388,valve,SITE-SUD,high,2.0,51.3,15.59,2.0,0.0,9.0,1004.0,1520.22,3,0.3333,False,SEG-1
EQ-VALVE-399,valve,SITE-SUD,low,0.0,47.4,16.46,1.0,0.0,6.0,608.0,613.77,2,0.3333,False,SEG-2
EQ-EXTRA-401,robot,SITE-SUD,medium,1.0,35.6,12.04,0.0,0.0,0.0,0.0,0.0,0,0.0,False,SEG-INACTIF
EQ-EXTRA-402,chiller,SITE-SUD,medium,1.0,57.4,9.35,0.0,0.0,0.0,0.0,0.0,0,0.0,False,SEG-INACTIF
EQ-EXTRA-403,motor,SITE-SUD,high,2.0,59.4,10.29,0.0,0.0,0.0,0.0,0.0,0,0.0,False,SEG-INACTIF
EQ-EXTRA-404,valve,SITE-SUD,high,2.0,65.3,10.33,0.0,0.0,0.0,0.0,0.0,0,0.0,False,SEG-INACTIF
EQ-EXTRA-405,dryer,SITE-EST,medium,1.0,58.8,18.23,2.0,0.0,8.0,870.0,1093.3899999999999,2,0.25,False,SEG-1
EQ-EXTRA-406,robot,SITE-EST,medium,1.0,52.1,5.73,0.0,0.0,0.0,0.0,0.0,0,0.0,False,SEG-INACTIF
EQ-EXTRA-407,gearbox,SITE-NORD,medium,1.0,56.4,12.46,0.0,0.0,0.0,0.0,0.0,0,0.0,False,SEG-INACTIF
EQ-EXTRA-408,dryer,SITE-NORD,critical,3.0,40.1,16.23,0.0,0.0,0.0,0.0,0.0,0,0.0,False,SEG-INACTIF
EQ-EXTRA-409,packaging_machine,SITE-OUEST,low,0.0,34.0,11.04,0.0,0.0,0.0,0.0,0.0,0,0.0,False,SEG-INACTIF
EQ-EXTRA-410,oven,SITE-EST,low,0.0,253.5,3.99,0.0,0.0,0.0,0.0,0.0,0,0.0,False,SEG-INACTIF
EQ-EXTRA-411,electrical_cabinet,SITE-EST,medium,1.0,44.4,9.37,0.0,0.0,0.0,0.0,0.0,0,0.0,False,SEG-INACTIF
EQ-EXTRA-412,valve,SITE-NORD,high,2.0,44.2,14.51,0.0,0.0,0.0,0.0,0.0,0,0.0,False,SEG-INACTIF
EQ-EXTRA-413,electrical_cabinet,SITE-SUD,high,2.0,71.5,18.35,0.0,0.0,0.0,0.0,0.0,0,0.0,False,SEG-INACTIF
EQ-EXTRA-414,oven,SITE-SUD,medium,1.0,262.4,11.1,1.0,0.0,5.0,500.0,543.16,0,0.0,False,SEG-2
EQ-EXTRA-415,electrical_cabinet,SITE-EST,low,0.0,61.3,1.82,0.0,0.0,0.0,0.0,0.0,0,0.0,False,SEG-INACTIF
EQ-EXTRA-416,press,SITE-SUD,high,2.0,75.2,4.21,0.0,0.0,0.0,0.0,0.0,0,0.0,False,SEG-INACTIF
EQ-EXTRA-417,motor,SITE-SUD,medium,1.0,67.6,10.77,0.0,0.0,0.0,0.0,0.0,0,0.0,False,SEG-INACTIF
EQ-EXTRA-418,oven,SITE-NORD,high,2.0,144.4,6.03,0.0,0.0,0.0,0.0,0.0,0,0.0,False,SEG-INACTIF
EQ-EXTRA-419,valve,SITE-SUD,high,2.0,59.0,5.83,0.0,0.0,0.0,0.0,0.0,0,0.0,False,SEG-INACTIF
EQ-EXTRA-420,dryer,SITE-SUD,low,0.0,53.8,15.98,1.0,0.0,4.0,441.0,649.3299999999999,1,0.25,False,SEG-2
EQ-EXTRA-421,compressor,SITE-EST,high,2.0,127.2,15.73,1.0,0.0,3.0,194.0,325.61,1,0.3333,False,SEG-2
EQ-EXTRA-422,valve,SITE-NORD,medium,1.0,58.8,17.32,1.0,0.0,4.0,250.0,315.21999999999997,0,0.0,False,SEG-2
EQ-EXTRA-423,valve,SITE-SUD,low,0.0,73.0,11.84,0.0,0.0,0.0,0.0,0.0,0,0.0,False,SEG-INACTIF
EQ-EXTRA-424,sensor,SITE-NORD,low,0.0,68.0,4.08,0.0,0.0,0.0,0.0,0.0,0,0.0,False,SEG-INACTIF
EQ-EXTRA-425,gearbox,SITE-EST,high,2.0,78.8,15.82,0.0,0.0,0.0,0.0,0.0,0,0.0,False,SEG-INACTIF
EQ-EXTRA-426,valve,SITE-EST,low,0.0,61.6,3.35,0.0,0.0,0.0,0.0,0.0,0,0.0,False,SEG-INACTIF
EQ-EXTRA-427,gearbox,SITE-NORD,high,2.0,68.9,9.8,0.0,0.0,0.0,0.0,0.0,0,0.0,False,SEG-INACTIF
EQ-EXTRA-428,packaging_machine,SITE-NORD,low,0.0,70.0,10.44,0.0,0.0,0.0,0.0,0.0,0,0.0,False,SEG-INACTIF
